Year,RM,Crop,Yield,Unit
2002,2,Durum,25,bu/ac
2002,2,Canola,23,bu/ac
2002,2,Barley,46,bu/ac
2002,2,Oats,46,bu/ac
2002,2,Peas,27.9,bu/ac
2002,2,Flax,14.9,bu/ac
2003,2,Spring Wheat,32.2,bu/ac
2003,2,Durum,33,bu/ac
2003,2,Canola,18.6,bu/ac
2003,2,Barley,46.3,bu/ac
2003,2,Oats,47.8,bu/ac
2003,2,Peas,29.9,bu/ac
2003,2,Flax,14.2,bu/ac
2004,2,Spring Wheat,34.8,bu/ac
2004,2,Durum,28.5,bu/ac
2004,2,Canola,27.9,bu/ac
2004,2,Barley,56.7,bu/ac
2004,2,Oats,57.8,bu/ac
2004,2,Peas,28,bu/ac
2004,2,Flax,17.5,bu/ac
2005,2,Spring Wheat,31.6,bu/ac
2005,2,Durum,25,bu/ac
2005,2,Canola,26.8,bu/ac
2005,2,Barley,48.3,bu/ac
2005,2,Oats,66.2,bu/ac
2005,2,Peas,24.1,bu/ac
2005,2,Flax,20.5,bu/ac
2006,2,Spring Wheat,31.7,bu/ac
2006,2,Canola,22.4,bu/ac
2006,2,Barley,48.6,bu/ac
2006,2,Oats,52.7,bu/ac
2006,2,Peas,31.6,bu/ac
2006,2,Flax,16.5,bu/ac
2007,2,Spring Wheat,28.7,bu/ac
2007,2,Durum,28,bu/ac
2007,2,Canola,24.4,bu/ac
2007,2,Barley,54.4,bu/ac
2007,2,Oats,59.6,bu/ac
2007,2,Peas,38.6,bu/ac
2007,2,Flax,19,bu/ac
2008,2,Spring Wheat,34.1,bu/ac
2008,2,Durum,29.3,bu/ac
2008,2,Canola,27.5,bu/ac
2008,2,Barley,49.7,bu/ac
2008,2,Oats,56.2,bu/ac
2008,2,Peas,23.5,bu/ac
2008,2,Flax,21.9,bu/ac
2009,2,Spring Wheat,40.2,bu/ac
2009,2,Canola,36.4,bu/ac
2009,2,Barley,54.2,bu/ac
2009,2,Oats,56.9,bu/ac
2009,2,Peas,32.9,bu/ac
2009,2,Flax,27.9,bu/ac
2010,2,Spring Wheat,37.6,bu/ac
2010,2,Canola,30,bu/ac
2010,2,Barley,43.5,bu/ac
2010,2,Oats,52.7,bu/ac
2010,2,Peas,28.5,bu/ac
2010,2,Lentils,1300,lb/ac
2010,2,Flax,17,bu/ac
2011,2,Spring Wheat,32.8,bu/ac
2011,2,Canola,26.4,bu/ac
2011,2,Barley,31.5,bu/ac
2011,2,Oats,47.5,bu/ac
2011,2,Peas,15.6,bu/ac
2012,2,Spring Wheat,37.2,bu/ac
2012,2,Durum,40,bu/ac
2012,2,Canola,28.6,bu/ac
2012,2,Barley,50.9,bu/ac
2012,2,Oats,66.1,bu/ac
2012,2,Peas,33.3,bu/ac
2012,2,Lentils,1200,lb/ac
2012,2,Flax,22,bu/ac
2013,2,Spring Wheat,48.4,bu/ac
2013,2,Durum,55,bu/ac
2013,2,Canola,33.2,bu/ac
2013,2,Barley,62.3,bu/ac
2013,2,Oats,71.4,bu/ac
2013,2,Peas,37,bu/ac
2013,2,Lentils,495,lb/ac
2013,2,Flax,19.3,bu/ac
2014,2,Durum,30.31,bu/ac
2014,2,Canola,28.73,bu/ac
2014,2,Barley,39.65,bu/ac
2014,2,Oats,73.99,bu/ac
2014,2,Peas,23,bu/ac
2014,2,Lentils,504.85,lb/ac
2014,2,Flax,18.23,bu/ac
2015,2,Spring Wheat,36.63,bu/ac
2015,2,Durum,32.67,bu/ac
2015,2,Canola,29.45,bu/ac
2015,2,Barley,44.18,bu/ac
2015,2,Oats,55.23,bu/ac
2015,2,Peas,29.7,bu/ac
2015,2,Flax,18.56,bu/ac
2016,2,Spring Wheat,40.3,bu/ac
2016,2,Durum,54.4,bu/ac
2016,2,Canola,31,bu/ac
2016,2,Barley,63.1,bu/ac
2016,2,Oats,104.2,bu/ac
2016,2,Peas,30.1,bu/ac
2016,2,Lentils,767,lb/ac
2016,2,Flax,24.6,bu/ac
2017,2,Spring Wheat,44.32,bu/ac
2017,2,Canola,33.77,bu/ac
2017,2,Barley,50.92,bu/ac
2017,2,Oats,70.13,bu/ac
2017,2,Peas,34,bu/ac
2017,2,Flax,27.39,bu/ac
2018,2,Spring Wheat,44.4,bu/ac
2018,2,Canola,33.8,bu/ac
2018,2,Barley,63,bu/ac
2018,2,Oats,71.4,bu/ac
2018,2,Peas,47,bu/ac
2018,2,Flax,24,bu/ac
2019,2,Spring Wheat,51.1,bu/ac
2019,2,Canola,34.4,bu/ac
2019,2,Barley,59.8,bu/ac
2019,2,Oats,83.5,bu/ac
2019,2,Peas,43.1,bu/ac
2019,2,Flax,17.1,bu/ac
2020,2,Spring Wheat,58.1,bu/ac
2020,2,Durum,60,bu/ac
2020,2,Canola,41.3,bu/ac
2020,2,Barley,80.8,bu/ac
2020,2,Oats,93.5,bu/ac
2020,2,Peas,56.4,bu/ac
2020,2,Lentils,1909,lb/ac
2020,2,Flax,30.6,bu/ac
2021,2,Spring Wheat,43.7,bu/ac
2021,2,Durum,37.7,bu/ac
2021,2,Canola,30.4,bu/ac
2021,2,Barley,52.1,bu/ac
2021,2,Oats,76.5,bu/ac
2021,2,Peas,44.1,bu/ac
2021,2,Flax,20.6,bu/ac
2022,2,Spring Wheat,46.5,bu/ac
2022,2,Durum,53.1,bu/ac
2022,2,Canola,39.1,bu/ac
2022,2,Barley,61.2,bu/ac
2022,2,Oats,77.9,bu/ac
2022,2,Peas,46.9,bu/ac
2022,2,Flax,27.5,bu/ac
2023,2,Spring Wheat,48.5,bu/ac
2023,2,Canola,34.4,bu/ac
2023,2,Barley,50.5,bu/ac
2023,2,Oats,81.8,bu/ac
2023,2,Peas,41.3,bu/ac
2023,2,Lentils,1728.4,lb/ac
2024,2,Spring Wheat,56.2,bu/ac
2024,2,Durum,45.7,bu/ac
2024,2,Canola,36.2,bu/ac
2024,2,Barley,67.5,bu/ac
2024,2,Oats,95.3,bu/ac
2024,2,Peas,48.3,bu/ac
2024,2,Lentils,1523,lb/ac
2024,2,Flax,32.6,bu/ac
2025,2,Spring Wheat,59.9,bu/ac
2025,2,Durum,53.9,bu/ac
2025,2,Canola,44.6,bu/ac
2025,2,Barley,86.7,bu/ac
2025,2,Oats,104.3,bu/ac
2025,2,Peas,53.7,bu/ac
2025,2,Flax,27.1,bu/ac
1990,3,Spring Wheat,32,bu/ac
1990,3,Durum,31,bu/ac
1990,3,Canola,19,bu/ac
1990,3,Barley,36.8,bu/ac
1990,3,Oats,65,bu/ac
1990,3,Flax,20.7,bu/ac
1991,3,Spring Wheat,23,bu/ac
1991,3,Durum,24.6,bu/ac
1991,3,Canola,23.5,bu/ac
1991,3,Barley,45.8,bu/ac
1991,3,Oats,47.6,bu/ac
1991,3,Flax,16,bu/ac
1992,3,Spring Wheat,34.5,bu/ac
1992,3,Durum,30.3,bu/ac
1992,3,Canola,28.8,bu/ac
1992,3,Barley,68.5,bu/ac
1992,3,Oats,75,bu/ac
1992,3,Peas,20,bu/ac
1992,3,Lentils,1200,lb/ac
1992,3,Flax,16,bu/ac
1993,3,Spring Wheat,31.5,bu/ac
1993,3,Durum,32.4,bu/ac
1993,3,Canola,30,bu/ac
1993,3,Barley,53.5,bu/ac
1993,3,Oats,63.3,bu/ac
1993,3,Peas,32.3,bu/ac
1993,3,Flax,20.6,bu/ac
1994,3,Spring Wheat,22.1,bu/ac
1994,3,Durum,16.8,bu/ac
1994,3,Canola,20.4,bu/ac
1994,3,Barley,60,bu/ac
1994,3,Oats,60,bu/ac
1994,3,Peas,32.5,bu/ac
1994,3,Lentils,1795,lb/ac
1994,3,Flax,12.8,bu/ac
1995,3,Spring Wheat,26.3,bu/ac
1995,3,Durum,28.3,bu/ac
1995,3,Canola,18.8,bu/ac
1995,3,Barley,44.4,bu/ac
1995,3,Oats,49.2,bu/ac
1995,3,Peas,25,bu/ac
1995,3,Lentils,1203,lb/ac
1995,3,Flax,20.4,bu/ac
1996,3,Spring Wheat,29.3,bu/ac
1996,3,Durum,28.1,bu/ac
1996,3,Canola,24.1,bu/ac
1996,3,Barley,51.4,bu/ac
1996,3,Oats,56.9,bu/ac
1996,3,Peas,21,bu/ac
1996,3,Lentils,2212,lb/ac
1996,3,Flax,22.2,bu/ac
1997,3,Spring Wheat,21.5,bu/ac
1997,3,Durum,23.7,bu/ac
1997,3,Canola,16.6,bu/ac
1997,3,Barley,38.4,bu/ac
1997,3,Oats,46.3,bu/ac
1997,3,Peas,20.5,bu/ac
1997,3,Lentils,950.1,lb/ac
1997,3,Flax,15.8,bu/ac
1998,3,Spring Wheat,25.3,bu/ac
1998,3,Durum,28.4,bu/ac
1998,3,Canola,20.5,bu/ac
1998,3,Barley,44.6,bu/ac
1998,3,Oats,51.2,bu/ac
1998,3,Peas,24.3,bu/ac
1998,3,Lentils,867.1,lb/ac
1998,3,Flax,18.2,bu/ac
1999,3,Spring Wheat,25.1,bu/ac
1999,3,Durum,26.9,bu/ac
1999,3,Canola,20.3,bu/ac
1999,3,Barley,45.3,bu/ac
1999,3,Oats,42.4,bu/ac
1999,3,Peas,30,bu/ac
1999,3,Lentils,1305.8,lb/ac
1999,3,Flax,17.3,bu/ac
2000,3,Spring Wheat,31.7,bu/ac
2000,3,Durum,33.4,bu/ac
2000,3,Canola,21.6,bu/ac
2000,3,Barley,44.1,bu/ac
2000,3,Oats,52.6,bu/ac
2000,3,Peas,23.8,bu/ac
2000,3,Lentils,875.7,lb/ac
2000,3,Flax,16,bu/ac
2001,3,Spring Wheat,27.3,bu/ac
2001,3,Durum,30.8,bu/ac
2001,3,Canola,21.2,bu/ac
2001,3,Barley,47.9,bu/ac
2001,3,Oats,57.2,bu/ac
2001,3,Peas,31,bu/ac
2001,3,Lentils,678,lb/ac
2001,3,Flax,18,bu/ac
2002,3,Spring Wheat,27.6,bu/ac
2002,3,Durum,29,bu/ac
2002,3,Canola,19.5,bu/ac
2002,3,Barley,44.4,bu/ac
2002,3,Oats,50.9,bu/ac
2002,3,Peas,21.9,bu/ac
2002,3,Lentils,380,lb/ac
2002,3,Flax,16.4,bu/ac
2003,3,Spring Wheat,21.3,bu/ac
2003,3,Durum,20.4,bu/ac
2003,3,Canola,13.4,bu/ac
2003,3,Barley,41,bu/ac
2003,3,Oats,41.5,bu/ac
2003,3,Peas,23.9,bu/ac
2003,3,Lentils,480,lb/ac
2003,3,Flax,9.7,bu/ac
2004,3,Spring Wheat,31.6,bu/ac
2004,3,Durum,35.5,bu/ac
2004,3,Canola,27.5,bu/ac
2004,3,Barley,41.6,bu/ac
2004,3,Oats,59.2,bu/ac
2004,3,Peas,39.1,bu/ac
2004,3,Lentils,900,lb/ac
2004,3,Flax,18.5,bu/ac
2005,3,Spring Wheat,30.2,bu/ac
2005,3,Durum,35.7,bu/ac
2005,3,Canola,25.9,bu/ac
2005,3,Barley,54.8,bu/ac
2005,3,Oats,59.1,bu/ac
2005,3,Peas,10.8,bu/ac
2005,3,Lentils,900,lb/ac
2005,3,Flax,20.2,bu/ac
2006,3,Spring Wheat,30,bu/ac
2006,3,Durum,32.5,bu/ac
2006,3,Canola,19.3,bu/ac
2006,3,Barley,50.9,bu/ac
2006,3,Oats,54.4,bu/ac
2006,3,Peas,29,bu/ac
2006,3,Lentils,480,lb/ac
2006,3,Flax,14,bu/ac
2007,3,Spring Wheat,37.2,bu/ac
2007,3,Durum,38.1,bu/ac
2007,3,Canola,22.7,bu/ac
2007,3,Barley,56,bu/ac
2007,3,Oats,61.4,bu/ac
2007,3,Peas,32.8,bu/ac
2007,3,Lentils,600,lb/ac
2007,3,Flax,18.8,bu/ac
2008,3,Spring Wheat,31.2,bu/ac
2008,3,Durum,30.2,bu/ac
2008,3,Canola,24.4,bu/ac
2008,3,Barley,55.7,bu/ac
2008,3,Oats,49.2,bu/ac
2008,3,Peas,31,bu/ac
2008,3,Lentils,660,lb/ac
2008,3,Flax,15.7,bu/ac
2009,3,Spring Wheat,34,bu/ac
2009,3,Durum,41.7,bu/ac
2009,3,Canola,28.1,bu/ac
2009,3,Barley,58.5,bu/ac
2009,3,Oats,55,bu/ac
2009,3,Peas,23.5,bu/ac
2009,3,Lentils,720,lb/ac
2009,3,Flax,19.4,bu/ac
2010,3,Spring Wheat,35.6,bu/ac
2010,3,Durum,35,bu/ac
2010,3,Canola,29.2,bu/ac
2010,3,Barley,53.5,bu/ac
2010,3,Oats,59.6,bu/ac
2010,3,Peas,27.1,bu/ac
2010,3,Lentils,909,lb/ac
2010,3,Flax,17.4,bu/ac
2011,3,Spring Wheat,27.9,bu/ac
2011,3,Durum,35,bu/ac
2011,3,Canola,20.1,bu/ac
2011,3,Barley,42.8,bu/ac
2011,3,Oats,57.3,bu/ac
2011,3,Peas,31.2,bu/ac
2011,3,Lentils,522,lb/ac
2011,3,Flax,16.3,bu/ac
2012,3,Spring Wheat,39.4,bu/ac
2012,3,Durum,40.3,bu/ac
2012,3,Canola,25.1,bu/ac
2012,3,Barley,55.6,bu/ac
2012,3,Oats,71.2,bu/ac
2012,3,Peas,27.5,bu/ac
2012,3,Lentils,600,lb/ac
2012,3,Flax,16.1,bu/ac
2013,3,Spring Wheat,46.3,bu/ac
2013,3,Durum,49,bu/ac
2013,3,Canola,35.2,bu/ac
2013,3,Barley,68.4,bu/ac
2013,3,Oats,68.1,bu/ac
2013,3,Peas,35,bu/ac
2013,3,Lentils,707,lb/ac
2013,3,Flax,27.4,bu/ac
2014,3,Spring Wheat,37.41,bu/ac
2014,3,Durum,38.91,bu/ac
2014,3,Canola,36.44,bu/ac
2014,3,Barley,70.06,bu/ac
2014,3,Oats,51.01,bu/ac
2014,3,Peas,30.7,bu/ac
2014,3,Lentils,644,lb/ac
2014,3,Flax,17.82,bu/ac
2015,3,Spring Wheat,36.46,bu/ac
2015,3,Durum,36.61,bu/ac
2015,3,Canola,31.04,bu/ac
2015,3,Barley,54.24,bu/ac
2015,3,Oats,59.79,bu/ac
2015,3,Peas,27.1,bu/ac
2015,3,Lentils,1156.46,lb/ac
2015,3,Flax,23.45,bu/ac
2016,3,Spring Wheat,46,bu/ac
2016,3,Durum,47.4,bu/ac
2016,3,Canola,37.3,bu/ac
2016,3,Barley,68.6,bu/ac
2016,3,Oats,66.8,bu/ac
2016,3,Peas,33.2,bu/ac
2016,3,Lentils,933,lb/ac
2016,3,Flax,21.8,bu/ac
2017,3,Spring Wheat,42.78,bu/ac
2017,3,Durum,34.91,bu/ac
2017,3,Canola,32.55,bu/ac
2017,3,Barley,64.34,bu/ac
2017,3,Oats,71.67,bu/ac
2017,3,Peas,28.8,bu/ac
2017,3,Lentils,1404.56,lb/ac
2017,3,Flax,26.16,bu/ac
2018,3,Spring Wheat,46.6,bu/ac
2018,3,Durum,50,bu/ac
2018,3,Canola,32.6,bu/ac
2018,3,Barley,65,bu/ac
2018,3,Oats,72.5,bu/ac
2018,3,Peas,35.5,bu/ac
2018,3,Lentils,1684,lb/ac
2018,3,Flax,26.2,bu/ac
2019,3,Spring Wheat,48.9,bu/ac
2019,3,Durum,49.7,bu/ac
2019,3,Canola,33.1,bu/ac
2019,3,Barley,63.1,bu/ac
2019,3,Oats,60.3,bu/ac
2019,3,Peas,39.1,bu/ac
2019,3,Lentils,1287,lb/ac
2019,3,Flax,19.3,bu/ac
2020,3,Spring Wheat,49.5,bu/ac
2020,3,Durum,46.7,bu/ac
2020,3,Canola,34.5,bu/ac
2020,3,Barley,78.2,bu/ac
2020,3,Oats,68.1,bu/ac
2020,3,Peas,39.5,bu/ac
2020,3,Lentils,2319,lb/ac
2020,3,Flax,25.1,bu/ac
2021,3,Spring Wheat,44.5,bu/ac
2021,3,Durum,42.3,bu/ac
2021,3,Canola,26.1,bu/ac
