x,y,value
20,33,146
21,33,146
22,33,146
23,33,146
24,33,146
25,33,146
26,33,146
27,33,146
28,33,146
29,33,133
30,33,133
31,33,133
32,33,146
33,33,146
34,33,146
35,33,146
36,33,146
37,33,146
38,33,146
39,33,146
40,33,146
41,33,146
42,33,153
43,33,153
44,33,153
45,33,153
46,33,153
47,33,153
48,33,153
49,33,153
50,33,153
1,32,34
2,32,34
3,32,34
4,32,34
5,32,146
6,32,146
7,32,146
8,32,146
9,32,34
10,32,133
11,32,133
12,32,133
13,32,133
14,32,34
15,32,34
16,32,34
17,32,34
18,32,34
19,32,34
20,32,34
21,32,146
22,32,146
23,32,146
24,32,34
25,32,34
26,32,34
27,32,34
28,32,34
29,32,133
30,32,146
31,32,146
32,32,34
33,32,34
34,32,34
35,32,34
36,32,34
37,32,146
38,32,146
39,32,146
40,32,34
41,32,34
42,32,34
43,32,34
44,32,153
45,32,153
46,32,153
47,32,153
48,32,153
49,32,153
50,32,153
1,31,210
2,31,146
3,31,146
4,31,146
5,31,146
6,31,210
7,31,210
8,31,210
9,31,210
10,31,80
11,31,80
12,31,210
13,31,210
14,31,220
15,31,146
16,31,210
17,31,210
18,31,210
19,31,146
20,31,146
21,31,34
22,31,146
23,31,146
24,31,210
25,31,210
26,31,210
27,31,210
28,31,210
29,31,34
30,31,210
31,31,210
32,31,146
33,31,146
34,31,146
35,31,146
36,31,146
37,31,110
38,31,110
39,31,110
40,31,146
41,31,110
42,31,110
43,31,110
44,31,153
45,31,153
46,31,153
47,31,153
48,31,153
49,31,153
50,31,153
1,30,210
2,30,210
3,30,210
4,30,220
5,30,210
6,30,210
7,30,210
8,30,210
9,30,210
10,30,220
11,30,220
12,30,210
13,30,210
14,30,210
15,30,210
16,30,210
17,30,80
18,30,80
19,30,146
20,30,80
21,30,210
22,30,210
23,30,210
24,30,210
25,30,210
26,30,210
27,30,210
28,30,210
29,30,210
30,30,210
31,30,210
32,30,146
33,30,146
34,30,146
35,30,210
36,30,210
37,30,110
38,30,110
39,30,146
40,30,146
41,30,146
42,30,153
43,30,153
44,30,34
45,30,153
46,30,153
47,30,153
48,30,153
49,30,153
50,30,153
1,29,210
2,29,210
3,29,210
4,29,210
5,29,210
6,29,210
7,29,210
8,29,210
9,29,210
10,29,210
11,29,210
12,29,210
13,29,210
14,29,210
15,29,210
16,29,210
17,29,210
18,29,210
19,29,20
20,29,122
21,29,122
22,29,122
23,29,122
24,29,122
25,29,110
26,29,110
27,29,110
28,29,110
29,29,110
30,29,210
31,29,210
32,29,110
33,29,110
34,29,110
35,29,110
36,29,210
37,29,210
38,29,210
39,29,210
40,29,110
41,29,153
42,29,34
43,29,34
44,29,153
45,29,153
46,29,153
47,29,153
48,29,153
49,29,153
50,29,153
1,28,210
2,28,210
3,28,210
4,28,210
5,28,210
6,28,210
7,28,210
8,28,210
9,28,210
10,28,210
11,28,210
12,28,210
13,28,210
14,28,210
15,28,210
16,28,210
17,28,210
18,28,210
19,28,210
20,28,110
21,28,110
22,28,122
23,28,122
24,28,80
25,28,110
26,28,110
27,28,110
28,28,110
29,28,110
30,28,110
31,28,110
32,28,110
33,28,110
34,28,110
35,28,110
36,28,110
37,28,210
38,28,210
39,28,110
40,28,110
41,28,153
42,28,34
43,28,34
44,28,153
45,28,153
46,28,153
47,28,153
48,28,153
49,28,153
50,28,153
1,27,210
2,27,210
3,27,210
4,27,210
5,27,210
6,27,210
7,27,210
8,27,210
9,27,210
10,27,210
11,27,210
12,27,210
13,27,210
14,27,210
15,27,210
16,27,210
17,27,210
18,27,210
19,27,210
20,27,210
21,27,122
22,27,122
23,27,122
24,27,122
25,27,80
26,27,210
27,27,210
28,27,210
29,27,110
30,27,110
31,27,110
32,27,110
33,27,110
34,27,110
35,27,110
36,27,110
37,27,110
38,27,110
39,27,110
40,27,210
41,27,210
42,27,34
43,27,34
44,27,153
45,27,153
46,27,153
47,27,153
48,27,153
49,27,153
50,27,153
1,26,210
2,26,210
3,26,210
4,26,210
5,26,210
6,26,210
7,26,210
8,26,210
9,26,122
10,26,122
11,26,210
12,26,210
13,26,210
14,26,210
15,26,210
16,26,210
17,26,210
18,26,210
19,26,210
20,26,210
21,26,210
22,26,210
23,26,210
24,26,80
25,26,210
26,26,210
27,26,210
28,26,210
29,26,210
30,26,210
31,26,110
32,26,210
33,26,210
34,26,110
35,26,110
36,26,110
37,26,110
38,26,110
39,26,110
40,26,210
41,26,153
42,26,153
43,26,153
44,26,34
45,26,153
46,26,153
47,26,153
48,26,153
49,26,153
50,26,153
1,25,210
2,25,210
3,25,210
4,25,210
5,25,210
6,25,210
7,25,122
8,25,122
9,25,122
10,25,122
11,25,122
12,25,210
13,25,210
14,25,210
15,25,210
16,25,122
17,25,110
18,25,110
19,25,210
20,25,210
21,25,210
22,25,210
23,25,210
24,25,210
25,25,210
26,25,210
27,25,210
28,25,210
29,25,210
30,25,210
31,25,210
32,25,210
33,25,210
34,25,122
35,25,210
36,25,210
37,25,110
38,25,110
39,25,210
40,25,122
41,25,110
42,25,153
43,25,153
44,25,34
45,25,153
46,25,153
47,25,153
48,25,153
49,25,153
50,25,153
1,24,210
2,24,122
3,24,122
4,24,122
5,24,122
6,24,122
7,24,122
8,24,122
9,24,122
10,24,122
11,24,210
12,24,122
13,24,122
14,24,122
15,24,122
16,24,122
17,24,122
18,24,122
19,24,110
20,24,210
21,24,210
22,24,210
23,24,210
24,24,210
25,24,210
26,24,210
27,24,210
28,24,210
29,24,110
30,24,210
31,24,210
32,24,210
33,24,210
34,24,122
35,24,122
36,24,122
37,24,210
38,24,210
39,24,210
40,24,122
41,24,122
42,24,153
43,24,153
44,24,34
45,24,153
46,24,153
47,24,153
48,24,153
49,24,153
50,24,153
1,23,122
2,23,122
3,23,122
4,23,122
5,23,110
6,23,122
7,23,122
8,23,122
9,23,210
10,23,210
11,23,210
12,23,210
13,23,210
14,23,122
15,23,210
16,23,210
17,23,122
18,23,122
19,23,122
20,23,210
21,23,210
22,23,210
23,23,210
24,23,210
25,23,110
26,23,110
27,23,110
28,23,110
29,23,110
30,23,80
31,23,110
32,23,122
33,23,122
34,23,110
35,23,110
36,23,122
37,23,210
38,23,210
39,23,210
40,23,122
41,23,122
42,23,34
43,23,34
44,23,153
45,23,153
46,23,153
47,23,153
48,23,153
49,23,153
50,23,153
1,22,110
2,22,122
3,22,122
4,22,122
5,22,122
6,22,210
7,22,210
8,22,210
9,22,210
10,22,210
11,22,210
12,22,210
13,22,210
14,22,122
15,22,210
16,22,210
17,22,210
18,22,210
19,22,210
20,22,210
21,22,210
22,22,210
23,22,210
24,22,210
25,22,110
26,22,110
27,22,110
28,22,110
29,22,110
30,22,122
31,22,122
32,22,110
33,22,110
34,22,122
35,22,122
36,22,122
37,22,122
38,22,122
39,22,153
40,22,153
41,22,80
42,22,153
43,22,153
44,22,146
45,22,146
46,22,146
47,22,153
48,22,153
49,22,153
50,22,153
1,21,80
2,21,122
3,21,122
4,21,122
5,21,122
6,21,210
7,21,210
8,21,210
9,21,122
10,21,122
11,21,210
12,21,210
13,21,210
14,21,210
15,21,210
16,21,210
17,21,210
18,21,210
19,21,210
20,21,210
21,21,210
22,21,210
23,21,210
24,21,210
25,21,80
26,21,110
27,21,110
28,21,110
29,21,110
30,21,110
31,21,122
32,21,122
33,21,122
34,21,80
35,21,110
36,21,110
37,21,122
38,21,122
39,21,210
40,21,210
41,21,153
42,21,153
43,21,153
44,21,146
45,21,146
46,21,146
47,21,153
48,21,153
49,21,153
50,21,153
1,20,122
2,20,80
3,20,80
4,20,122
5,20,122
6,20,122
7,20,122
8,20,122
9,20,122
10,20,210
11,20,210
12,20,210
13,20,210
14,20,210
15,20,210
16,20,220
17,20,210
18,20,210
19,20,210
20,20,210
21,20,210
22,20,210
23,20,210
24,20,210
25,20,110
26,20,110
27,20,110
28,20,110
29,20,210
30,20,122
31,20,110
32,20,110
33,20,110
34,20,122
35,20,210
36,20,122
37,20,122
38,20,122
39,20,122
40,20,210
41,20,153
42,20,153
43,20,153
44,20,34
45,20,146
46,20,153
47,20,153
48,20,153
49,20,153
50,20,153
1,19,210
2,19,210
3,19,210
4,19,122
5,19,122
6,19,122
7,19,210
8,19,210
9,19,210
10,19,210
11,19,122
12,19,122
13,19,122
14,19,210
15,19,210
16,19,122
17,19,122
18,19,122
19,19,210
20,19,210
21,19,210
22,19,210
23,19,210
24,19,210
25,19,210
26,19,210
27,19,210
28,19,210
29,19,210
30,19,122
31,19,122
32,19,110
33,19,110
34,19,122
35,19,210
36,19,122
37,19,122
38,19,122
39,19,122
40,19,210
41,19,146
42,19,34
43,19,34
44,19,153
45,19,153
46,19,153
47,19,153
48,19,153
49,19,153
50,19,153
1,18,220
2,18,210
3,18,210
4,18,122
5,18,210
6,18,210
7,18,210
8,18,210
9,18,210
10,18,210
11,18,146
12,18,122
13,18,122
14,18,80
15,18,122
16,18,122
17,18,210
18,18,210
19,18,210
20,18,210
21,18,210
22,18,210
23,18,210
24,18,210
25,18,210
26,18,210
27,18,210
28,18,210
29,18,210
30,18,122
31,18,122
32,18,122
33,18,122
34,18,110
35,18,110
36,18,210
37,18,210
38,18,210
39,18,210
40,18,210
41,18,110
42,18,34
43,18,34
44,18,153
45,18,153
46,18,153
47,18,153
48,18,153
49,18,153
50,18,153
1,17,210
2,17,210
3,17,210
4,17,210
5,17,210
6,17,110
7,17,210
8,17,210
9,17,210
10,17,210
11,17,122
12,17,146
13,17,146
14,17,210
15,17,146
16,17,210
17,17,210
18,17,210
19,17,210
20,17,210
21,17,210
22,17,122
23,17,122
24,17,210
25,17,210
26,17,210
27,17,210
28,17,210
29,17,122
30,17,122
31,17,122
32,17,110
33,17,110
34,17,122
35,17,122
36,17,122
37,17,210
38,17,210
39,17,210
40,17,210
41,17,146
42,17,34
43,17,34
44,17,153
45,17,153
46,17,153
47,17,153
48,17,153
49,17,153
50,17,153
1,16,210
2,16,210
3,16,210
4,16,210
5,16,210
6,16,153
7,16,210
8,16,210
9,16,210
10,16,210
11,16,153
12,16,210
13,16,210
14,16,210
15,16,210
16,16,146
17,16,146
18,16,146
19,16,210
20,16,210
21,16,210
22,16,122
23,16,122
24,16,122
25,16,122
26,16,122
27,16,122
28,16,122
29,16,122
30,16,210
31,16,122
32,16,122
33,16,122
34,16,122
35,16,122
36,16,122
37,16,210
38,16,210
39,16,210
40,16,210
41,16,210
42,16,80
43,16,80
44,16,153
45,16,153
46,16,153
47,16,153
48,16,153
49,16,153
50,16,153
1,15,153
2,15,153
3,15,153
4,15,153
5,15,153
6,15,210
7,15,153
8,15,153
9,15,210
10,15,210
11,15,80
12,15,80
13,15,80
14,15,153
15,15,146
16,15,146
17,15,146
18,15,146
19,15,146
20,15,146
21,15,146
22,15,210
23,15,210
24,15,210
25,15,210
26,15,122
27,15,80
28,15,80
29,15,110
30,15,210
31,15,122
32,15,210
33,15,210
34,15,210
35,15,210
36,15,153
37,15,153
38,15,153
39,15,153
40,15,153
41,15,153
42,15,153
43,15,153
44,15,34
45,15,153
46,15,153
47,15,153
48,15,153
49,15,153
50,15,153
1,14,153
2,14,153
3,14,153
4,14,220
5,14,210
6,14,210
7,14,153
8,14,153
9,14,210
10,14,210
11,14,210
12,14,153
13,14,153
14,14,153
15,14,146
16,14,146
17,14,146
18,14,146
19,14,146
20,14,146
21,14,210
22,14,210
23,14,210
24,14,210
25,14,210
26,14,122
27,14,153
28,14,153
29,14,153
30,14,153
31,14,210
32,14,210
33,14,210
34,14,210
35,14,80
36,14,153
37,14,153
38,14,153
39,14,153
40,14,153
41,14,153
42,14,34
43,14,34
44,14,153
45,14,153
46,14,153
47,14,153
48,14,153
49,14,153
50,14,153
1,13,153
2,13,153
3,13,153
4,13,220
5,13,210
6,13,110
7,13,220
8,13,220
9,13,220
10,13,153
11,13,153
12,13,153
13,13,153
14,13,153
15,13,146
16,13,146
17,13,146
18,13,146
19,13,146
20,13,146
21,13,210
22,13,210
23,13,210
24,13,210
25,13,210
26,13,153
27,13,153
28,13,153
29,13,153
30,13,153
31,13,210
32,13,210
33,13,210
34,13,210
35,13,210
36,13,153
37,13,153
38,13,153
39,13,153
40,13,153
41,13,153
42,13,34
43,13,34
44,13,153
45,13,153
46,13,153
47,13,153
48,13,153
49,13,153
50,13,153
1,12,153
2,12,153
3,12,153
4,12,153
5,12,153
6,12,153
7,12,153
8,12,153
9,12,153
10,12,153
11,12,153
12,12,153
13,12,153
14,12,153
15,12,153
16,12,153
17,12,153
18,12,153
19,12,153
20,12,153
21,12,153
22,12,153
23,12,153
24,12,153
25,12,153
26,12,153
27,12,153
28,12,153
29,12,153
30,12,153
31,12,153
32,12,153
33,12,153
34,12,153
35,12,153
36,12,153
37,12,153
38,12,153
39,12,153
40,12,153
41,12,153
42,12,153
43,12,153
44,12,153
45,12,153
46,12,153
47,12,153
48,12,153
49,12,153
50,12,153
1,11,153
2,11,153
3,11,153
4,11,153
5,11,153
6,11,153
7,11,153
8,11,153
9,11,153
10,11,153
11,11,153
12,11,153
13,11,153
14,11,153
15,11,153
16,11,153
17,11,153
18,11,153
19,11,153
20,11,210
21,11,153
22,11,153
23,11,153
24,11,153
25,11,153
26,11,153
27,11,153
28,11,153
29,11,153
30,11,153
31,11,153
32,11,153
33,11,153
34,11,153
35,11,153
36,11,153
37,11,153
38,11,153
39,11,153
40,11,153
41,11,153
42,11,153
43,11,153
44,11,34
45,11,153
46,11,153
47,11,153
48,11,153
49,11,153
50,11,153
1,10,153
2,10,153
3,10,153
4,10,153
5,10,153
6,10,153
7,10,153
8,10,153
9,10,153
10,10,153
11,10,153
12,10,153
13,10,153
14,10,153
15,10,153
16,10,153
17,10,153
18,10,153
19,10,210
20,10,210
21,10,153
22,10,153
23,10,153
24,10,153
25,10,153
26,10,153
27,10,80
28,10,80
29,10,153
30,10,153
31,10,153
32,10,153
33,10,153
34,10,153
35,10,153
36,10,153
37,10,153
38,10,153
39,10,153
40,10,153
41,10,153
42,10,153
43,10,153
44,10,34
45,10,153
46,10,153
47,10,153
48,10,153
49,10,153
50,10,153
1,9,153
2,9,153
3,9,153
4,9,153
5,9,153
6,9,153
7,9,153
8,9,153
9,9,153
10,9,210
11,9,210
12,9,210
13,9,210
14,9,153
15,9,210
16,9,210
17,9,153
18,9,153
19,9,210
20,9,153
21,9,153
22,9,153
23,9,153
24,9,153
25,9,153
26,9,153
27,9,80
28,9,80
29,9,80
30,9,153
31,9,153
32,9,153
33,9,153
34,9,153
35,9,153
36,9,153
37,9,153
38,9,153
39,9,153
40,9,153
41,9,153
42,9,34
43,9,34
44,9,153
45,9,153
46,9,153
47,9,153
48,9,153
49,9,153
50,9,153
1,8,153
2,8,153
3,8,153
4,8,153
5,8,153
6,8,153
7,8,153
8,8,153
9,8,153
10,8,210
11,8,210
12,8,220
13,8,220
14,8,210
15,8,210
16,8,210
17,8,210
18,8,210
19,8,153
20,8,153
21,8,153
22,8,153
23,8,153
24,8,153
25,8,153
26,8,153
27,8,80
28,8,80
29,8,80
30,8,80
31,8,153
32,8,153
33,8,153
34,8,153
35,8,153
36,8,153
37,8,153
38,8,153
39,8,153
40,8,153
41,8,153
42,8,34
43,8,34
44,8,153
45,8,153
46,8,153
47,8,153
48,8,153
49,8,153
50,8,153
1,7,153
2,7,153
3,7,153
4,7,153
5,7,153
6,7,153
7,7,153
8,7,153
9,7,153
10,7,153
11,7,153
12,7,153
13,7,153
14,7,153
15,7,153
16,7,153
17,7,153
18,7,153
19,7,153
20,7,153
21,7,153
22,7,153
23,7,153
24,7,153
25,7,153
26,7,153
27,7,80
28,7,80
29,7,80
30,7,153
31,7,153
32,7,153
33,7,153
34,7,153
35,7,153
36,7,153
37,7,153
38,7,153
39,7,153
40,7,153
41,7,153
42,7,153
43,7,153
44,7,153
45,7,153
46,7,153
47,7,153
48,7,153
49,7,153
50,7,153
1,6,153
2,6,153
3,6,153
4,6,153
5,6,153
6,6,153
7,6,153
8,6,153
9,6,153
10,6,153
11,6,153
12,6,153
13,6,153
14,6,153
15,6,153
16,6,153
17,6,153
18,6,153
19,6,153
20,6,153
21,6,153
22,6,153
23,6,153
24,6,153
25,6,153
26,6,153
27,6,80
28,6,80
29,6,80
30,6,153
31,6,153
32,6,153
33,6,153
34,6,153
35,6,153
36,6,153
37,6,153
38,6,153
39,6,153
40,6,153
41,6,153
42,6,153
43,6,153
44,6,153
45,6,153
46,6,153
47,6,153
48,6,153
49,6,153
50,6,153
1,5,153
2,5,153
3,5,153
4,5,153
5,5,153
6,5,153
7,5,153
8,5,153
9,5,153
10,5,153
11,5,153
12,5,153
13,5,153
14,5,153
15,5,153
16,5,153
17,5,153
18,5,153
19,5,153
20,5,153
21,5,153
22,5,153
23,5,153
24,5,80
25,5,153
26,5,153
27,5,153
28,5,153
29,5,153
30,5,153
31,5,153
32,5,153
33,5,153
34,5,153
35,5,153
36,5,153
37,5,153
38,5,153
39,5,153
40,5,153
41,5,153
42,5,153
43,5,153
44,5,34
45,5,153
46,5,153
47,5,153
48,5,153
49,5,153
50,5,153
1,4,153
2,4,153
3,4,153
4,4,153
5,4,153
6,4,153
7,4,153
8,4,153
9,4,153
10,4,153
11,4,153
12,4,153
13,4,153
14,4,153
15,4,153
16,4,153
17,4,153
18,4,153
19,4,153
20,4,153
21,4,153
22,4,153
23,4,153
24,4,153
25,4,80
26,4,153
27,4,153
28,4,153
29,4,153
30,4,153
31,4,153
