Year,Municipality,Variety,Farms,Acres,Yield_bu_ac,Reported
2020,BIFROST-RIVERTON,SY TORACH <SYNGENTA>,3,710.0,77.3,TRUE
2020,BOISSEVAIN-MORTON,AAC BRANDON (BW 932),45,23424.0,71.5,TRUE
2020,BOISSEVAIN-MORTON,AAC CAMERON VB <CANTERRA>,,,,FALSE
2020,BOISSEVAIN-MORTON,AAC ELIE(BW931),6,3739.0,74.2,TRUE
2020,BOISSEVAIN-MORTON,AAC LEROY VB <ALLIANCE>,,,,FALSE
2020,BOISSEVAIN-MORTON,AAC REDBERRY,8,1634.0,68.3,TRUE
2020,BOISSEVAIN-MORTON,AAC STARBUCK <SECAN>,3,701.0,69.5,TRUE
2020,BOISSEVAIN-MORTON,AAC TISDALE (PT250),,,,FALSE
2020,BOISSEVAIN-MORTON,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,3,1473.0,67.6,TRUE
2020,BOISSEVAIN-MORTON,AAC WHEATLAND <SECAN>,3,745.0,75.7,TRUE
2020,BOISSEVAIN-MORTON,BOLLES <SEED DEPOT>,,,,FALSE
2020,BOISSEVAIN-MORTON,CDC LANDMARK,,,,FALSE
2020,BOISSEVAIN-MORTON,CDC PLENTIFUL (PT580),,,,FALSE
2020,BRENDA-WASKADA,AAC ALIDA (BW980),,,,FALSE
2020,BRENDA-WASKADA,AAC BRANDON (BW 932),48,32563.0,64.7,TRUE
2020,BRENDA-WASKADA,AAC CAMERON VB <CANTERRA>,3,1079.0,63.0,TRUE
2020,BRENDA-WASKADA,AAC ELIE(BW931),22,10997.0,62.0,TRUE
2020,BRENDA-WASKADA,AAC REDBERRY,4,892.0,64.7,TRUE
2020,BRENDA-WASKADA,AAC TISDALE (PT250),,,,FALSE
2020,BRENDA-WASKADA,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,,,,FALSE
2020,BRENDA-WASKADA,CARBERRY (BW874),,,,FALSE
2020,BRENDA-WASKADA,SY TORACH <SYNGENTA>,,,,FALSE
2020,BROKENHEAD,AAC BRANDON (BW 932),35,8067.0,65.2,TRUE
2020,BROKENHEAD,AAC ELIE(BW931),14,3526.0,68.9,TRUE
2020,BROKENHEAD,AAC TISDALE (PT250),,,,FALSE
2020,BROKENHEAD,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,25,6821.0,77.2,TRUE
2020,BROKENHEAD,BOLLES <SEED DEPOT>,,,,FALSE
2020,BROKENHEAD,CARBERRY (BW874),,,,FALSE
2020,BROKENHEAD,CARDALE (BW429),6,792.0,64.6,TRUE
2020,BROKENHEAD,CDC STANLEY (BW880),4,1287.0,46.6,TRUE
2020,BROKENHEAD,CDC TITANIUM <PROVEN>,,,,FALSE
2020,BROKENHEAD,CS DAYBREAK <CANTERRA>,,,,FALSE
2020,BROKENHEAD,GLENN,,,,FALSE
2020,BROKENHEAD,SY TORACH <SYNGENTA>,,,,FALSE
2020,CARTIER,AAC BRANDON (BW 932),49,22335.0,67.8,TRUE
2020,CARTIER,AAC ELIE(BW931),,,,FALSE
2020,CARTIER,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,3,875.0,64.0,TRUE
2020,CARTIER,CARBERRY (BW874),,,,FALSE
2020,CARTIER,CARDALE (BW429),,,,FALSE
2020,CARTIER,CDC LANDMARK,,,,FALSE
2020,CARTIER,CS DAYBREAK <CANTERRA>,,,,FALSE
2020,CARTIER,SY GABBRO <SYNGENTA>,,,,FALSE
2020,CARTIER,SY TORACH <SYNGENTA>,,,,FALSE
2020,CARTIER,WR859 CL (BW859),,,,FALSE
2020,CARTWRIGHT-ROBLIN,AAC BRANDON (BW 932),41,14566.0,61.9,TRUE
2020,CARTWRIGHT-ROBLIN,AAC ELIE(BW931),7,1593.0,56.0,TRUE
2020,CARTWRIGHT-ROBLIN,AAC REDBERRY,9,2716.0,59.6,TRUE
2020,CARTWRIGHT-ROBLIN,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,,,,FALSE
2020,CARTWRIGHT-ROBLIN,AAC WHEATLAND <SECAN>,,,,FALSE
2020,CARTWRIGHT-ROBLIN,CARBERRY (BW874),,,,FALSE
2020,CARTWRIGHT-ROBLIN,CDC HUGHES <CPSC> |PT588|,,,,FALSE
2020,CARTWRIGHT-ROBLIN,CDC PLENTIFUL (PT580),6,1542.0,53.8,TRUE
2020,CARTWRIGHT-ROBLIN,SY 433 <SYNGENTA> (BW433),,,,FALSE
2020,CLANWILLIAM-ERICKSON,AAC BRANDON (BW 932),,,,FALSE
2020,CLANWILLIAM-ERICKSON,AAC REDBERRY,8,2360.0,45.8,TRUE
2020,CLANWILLIAM-ERICKSON,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,4,1656.0,47.5,TRUE
2020,CLANWILLIAM-ERICKSON,BOLLES <SEED DEPOT>,,,,FALSE
2020,CLANWILLIAM-ERICKSON,CDC HUGHES <CPSC> |PT588|,,,,FALSE
2020,CLANWILLIAM-ERICKSON,CDC PLENTIFUL (PT580),,,,FALSE
2020,CLANWILLIAM-ERICKSON,CDC TITANIUM <PROVEN>,,,,FALSE
2020,COLDWELL,AAC BRANDON (BW 932),,,,FALSE
2020,COLDWELL,AC BARRIE (BW 661),,,,FALSE
2020,CORNWALLIS,AAC BRANDON (BW 932),27,10116.0,49.4,TRUE
2020,CORNWALLIS,AAC ELIE(BW931),,,,FALSE
2020,CORNWALLIS,AAC TISDALE (PT250),,,,FALSE
2020,CORNWALLIS,BOLLES <SEED DEPOT>,,,,FALSE
2020,DAUPHIN,AAC BRANDON (BW 932),64,32850.5,65.7,TRUE
2020,DAUPHIN,AAC CAMERON VB <CANTERRA>,5,1562.0,62.8,TRUE
2020,DAUPHIN,AAC REDBERRY,5,1094.0,72.8,TRUE
2020,DAUPHIN,AAC STARBUCK <SECAN>,,,,FALSE
2020,DAUPHIN,AAC TISDALE (PT250),12,2458.0,52.6,TRUE
2020,DAUPHIN,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,16,5681.0,69.3,TRUE
2020,DAUPHIN,AC BARRIE (BW 661),,,,FALSE
2020,DAUPHIN,BOLLES <SEED DEPOT>,,,,FALSE
2020,DAUPHIN,CARDALE (BW429),11,3893.0,68.9,TRUE
2020,DAUPHIN,CDC PLENTIFUL (PT580),,,,FALSE
2020,DAUPHIN,CDC STANLEY (BW880),,,,FALSE
2020,DAUPHIN,CDC VR MORRIS (BW423),,,,FALSE
2020,DAUPHIN,CS DAYBREAK <CANTERRA>,,,,FALSE
2020,DAUPHIN,GLENN,3,731.0,60.9,TRUE
2020,DAUPHIN,WASKADA (BW 357),,,,FALSE
2020,DELORAINE-WINCHESTER,AAC BRANDON (BW 932),40,18106.0,61.8,TRUE
2020,DELORAINE-WINCHESTER,AAC ELIE(BW931),5,2930.0,73.6,TRUE
2020,DELORAINE-WINCHESTER,AAC REDBERRY,9,4381.0,74.4,TRUE
2020,DELORAINE-WINCHESTER,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,,,,FALSE
2020,DELORAINE-WINCHESTER,BOLLES <SEED DEPOT>,3,503.0,63.8,TRUE
2020,DELORAINE-WINCHESTER,CARBERRY (BW874),3,1206.0,47.6,TRUE
2020,DELORAINE-WINCHESTER,CDC HUGHES <CPSC> |PT588|,,,,FALSE
2020,DESALABERRY,AAC BRANDON (BW 932),52,16404.0,68.3,TRUE
2020,DESALABERRY,AAC ELIE(BW931),3,1020.0,64.2,TRUE
2020,DESALABERRY,AAC STARBUCK <SECAN>,,,,FALSE
2020,DESALABERRY,AAC TISDALE (PT250),7,1618.0,70.0,TRUE
2020,DESALABERRY,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,,,,FALSE
2020,DESALABERRY,CARDALE (BW429),5,3379.0,68.9,TRUE
2020,DESALABERRY,CS DAYBREAK <CANTERRA>,,,,FALSE
2020,DUFFERIN,AAC BRANDON (BW 932),73,19379.0,69.8,TRUE
2020,DUFFERIN,AAC ELIE(BW931),4,1105.0,72.9,TRUE
2020,DUFFERIN,AAC STARBUCK <SECAN>,,,,FALSE
2020,DUFFERIN,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,3,1257.0,51.6,TRUE
2020,DUFFERIN,BOLLES <SEED DEPOT>,10,1441.0,74.9,TRUE
2020,DUFFERIN,CARDALE (BW429),4,772.0,75.3,TRUE
2020,DUFFERIN,SY GABBRO <SYNGENTA>,,,,FALSE
2020,DUFFERIN,SY TORACH <SYNGENTA>,,,,FALSE
2020,EAST ST PAUL,AAC BRANDON (BW 932),,,,FALSE
2020,ELLICE-ARCHIE,AAC ALIDA (BW980),3,822.0,55.3,TRUE
2020,ELLICE-ARCHIE,AAC BRANDON (BW 932),21,7868.0,59.2,TRUE
2020,ELLICE-ARCHIE,AAC ELIE(BW931),6,2854.0,54.3,TRUE
2020,ELLICE-ARCHIE,AAC LEROY VB <ALLIANCE>,,,,FALSE
2020,ELLICE-ARCHIE,AAC REDBERRY,5,883.0,65.7,TRUE
2020,ELLICE-ARCHIE,AAC STARBUCK <SECAN>,,,,FALSE
2020,ELLICE-ARCHIE,AAC TISDALE (PT250),,,,FALSE
2020,ELLICE-ARCHIE,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,4,4606.0,63.2,TRUE
2020,ELLICE-ARCHIE,AAC WHEATLAND <SECAN>,3,1219.0,74.8,TRUE
2020,ELLICE-ARCHIE,BOLLES <SEED DEPOT>,6,1323.0,60.3,TRUE
2020,ELLICE-ARCHIE,CARBERRY (BW874),,,,FALSE
2020,ELLICE-ARCHIE,CDC HUGHES <CPSC> |PT588|,,,,FALSE
2020,ELLICE-ARCHIE,CDC LANDMARK,6,1691.0,65.2,TRUE
2020,ELLICE-ARCHIE,CDC PLENTIFUL (PT580),4,713.0,65.0,TRUE
2020,ELLICE-ARCHIE,GLENN,,,,FALSE
2020,ELTON,AAC ALIDA (BW980),,,,FALSE
2020,ELTON,AAC BRANDON (BW 932),65,34229.0,65.3,TRUE
2020,ELTON,AAC CAMERON VB <CANTERRA>,,,,FALSE
2020,ELTON,AAC ELIE(BW931),,,,FALSE
2020,ELTON,AAC STARBUCK <SECAN>,,,,FALSE
2020,ELTON,AAC TISDALE (PT250),,,,FALSE
2020,ELTON,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,10,2119.0,62.2,TRUE
2020,ELTON,CDC PLENTIFUL (PT580),,,,FALSE
2020,ELTON,HARVEST (BW259),,,,FALSE
2020,EMERSON-FRANKLIN,5604HR CL (BW 878),,,,FALSE
2020,EMERSON-FRANKLIN,AAC BRANDON (BW 932),49,26321.0,57.8,TRUE
2020,EMERSON-FRANKLIN,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,3,1105.0,69.5,TRUE
2020,EMERSON-FRANKLIN,BOLLES <SEED DEPOT>,,,,FALSE
2020,EMERSON-FRANKLIN,CARBERRY (BW874),,,,FALSE
2020,EMERSON-FRANKLIN,CARDALE (BW429),,,,FALSE
2020,EMERSON-FRANKLIN,SY GABBRO <SYNGENTA>,,,,FALSE
2020,ETHELBERT,AAC BRANDON (BW 932),7,3494.0,53.0,TRUE
2020,ETHELBERT,AAC ELIE(BW931),,,,FALSE
2020,ETHELBERT,AAC REDBERRY,,,,FALSE
2020,ETHELBERT,AAC TISDALE (PT250),,,,FALSE
2020,ETHELBERT,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,,,,FALSE
2020,ETHELBERT,AC DOMAIN (BW 148),,,,FALSE
2020,ETHELBERT,CARDALE (BW429),,,,FALSE
2020,ETHELBERT,CDC STANLEY (BW880),,,,FALSE
2020,FISHER,AAC BRANDON (BW 932),37,9562.0,57.9,TRUE
2020,FISHER,AAC CAMERON VB <CANTERRA>,,,,FALSE
2020,FISHER,AAC ELIE(BW931),,,,FALSE
2020,FISHER,AAC REDBERRY,,,,FALSE
2020,FISHER,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,7,2684.0,75.1,TRUE
2020,FISHER,CARDALE (BW429),3,1242.0,45.9,TRUE
2020,FISHER,CDC STANLEY (BW880),5,1925.0,45.2,TRUE
2020,FISHER,WASKADA (BW 357),,,,FALSE
2020,GILBERT PLAINS,5604HR CL (BW 878),,,,FALSE
2020,GILBERT PLAINS,AAC BRANDON (BW 932),29,12886.0,64.0,TRUE
2020,GILBERT PLAINS,AAC CAMERON VB <CANTERRA>,6,2651.0,56.8,TRUE
2020,GILBERT PLAINS,AAC ELIE(BW931),3,1256.0,71.2,TRUE
2020,GILBERT PLAINS,AAC LEROY VB <ALLIANCE>,,,,FALSE
2020,GILBERT PLAINS,AAC REDBERRY,30,16744.0,68.4,TRUE
2020,GILBERT PLAINS,AAC TISDALE (PT250),6,592.0,70.0,TRUE
2020,GILBERT PLAINS,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,13,4386.0,73.9,TRUE
2020,GILBERT PLAINS,AAC WHEATLAND <SECAN>,,,,FALSE
2020,GILBERT PLAINS,AC DOMAIN (BW 148),9,2290.0,50.0,TRUE
2020,GILBERT PLAINS,BOLLES <SEED DEPOT>,,,,FALSE
2020,GILBERT PLAINS,CARDALE (BW429),4,3104.0,65.3,TRUE
2020,GILBERT PLAINS,CDC HUGHES <CPSC> |PT588|,,,,FALSE
2020,GILBERT PLAINS,CDC ORTONA <PROVEN>,,,,FALSE
2020,GILBERT PLAINS,CDC STANLEY (BW880),5,2730.0,63.8,TRUE
2020,GILBERT PLAINS,CDC VR MORRIS (BW423),,,,FALSE
2020,GILBERT PLAINS,GLENN,,,,FALSE
2020,GILBERT PLAINS,KANE (BW342),,,,FALSE
2020,GILBERT PLAINS,SY TORACH <SYNGENTA>,,,,FALSE
2020,GILBERT PLAINS,UNITY VB,,,,FALSE
2020,GIMLI,AAC BRANDON (BW 932),11,3119.0,70.0,TRUE
2020,GIMLI,AAC ELIE(BW931),,,,FALSE
2020,GIMLI,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,,,,FALSE
2020,GIMLI,CARDALE (BW429),3,1095.0,62.4,TRUE
2020,GIMLI,CDC HUGHES <CPSC> |PT588|,,,,FALSE
2020,GIMLI,CDC TITANIUM <PROVEN>,,,,FALSE
2020,GIMLI,CS DAYBREAK <CANTERRA>,,,,FALSE
2020,GLENBORO-SOUTH CYPRESS,5604HR CL (BW 878),,,,FALSE
2020,GLENBORO-SOUTH CYPRESS,AAC BRANDON (BW 932),34,9422.0,59.3,TRUE
2020,GLENBORO-SOUTH CYPRESS,AAC TISDALE (PT250),,,,FALSE
2020,GLENBORO-SOUTH CYPRESS,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,,,,FALSE
2020,GLENBORO-SOUTH CYPRESS,CARBERRY (BW874),,,,FALSE
2020,GLENBORO-SOUTH CYPRESS,CDC PLENTIFUL (PT580),,,,FALSE
2020,GLENBORO-SOUTH CYPRESS,GLENN,,,,FALSE
2020,GLENELLA-LANSDOWNE,AAC BRANDON (BW 932),43,28011.0,63.4,TRUE
2020,GLENELLA-LANSDOWNE,AAC ELIE(BW931),6,2649.0,59.6,TRUE
2020,GLENELLA-LANSDOWNE,AAC REDBERRY,,,,FALSE
2020,GLENELLA-LANSDOWNE,AAC TISDALE (PT250),,,,FALSE
2020,GLENELLA-LANSDOWNE,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,8,2109.0,65.5,TRUE
2020,GLENELLA-LANSDOWNE,BOLLES <SEED DEPOT>,,,,FALSE
2020,GLENELLA-LANSDOWNE,CARDALE (BW429),,,,FALSE
2020,GRAHAMDALE,AAC BRANDON (BW 932),7,3955.0,47.6,TRUE
2020,GRAHAMDALE,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,4,1173.0,41.7,TRUE
2020,GRANDVIEW,5605HR CL (BW918),,,,FALSE
2020,GRANDVIEW,AAC BRANDON (BW 932),40,15079.0,68.6,TRUE
2020,GRANDVIEW,AAC CAMERON VB <CANTERRA>,4,1475.0,69.9,TRUE
2020,GRANDVIEW,AAC ELIE(BW931),4,1415.0,65.8,TRUE
2020,GRANDVIEW,AAC REDBERRY,12,7574.0,70.9,TRUE
2020,GRANDVIEW,AAC REDWATER (PT457),,,,FALSE
2020,GRANDVIEW,AAC TISDALE (PT250),,,,FALSE
2020,GRANDVIEW,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,23,9185.0,73.1,TRUE
2020,GRANDVIEW,AAC W1876 |BW957|,,,,FALSE
2020,GRANDVIEW,AAC WHEATLAND <SECAN>,,,,FALSE
2020,GRANDVIEW,AC DOMAIN (BW 148),,,,FALSE
2020,GRANDVIEW,AC SPLENDOR (BW 191),,,,FALSE
2020,GRANDVIEW,BOLLES <SEED DEPOT>,7,1265.0,70.9,TRUE
2020,GRANDVIEW,CARBERRY (BW874),,,,FALSE
2020,GRANDVIEW,CARDALE (BW429),5,1030.0,68.4,TRUE
2020,GRANDVIEW,CDC HUGHES <CPSC> |PT588|,4,580.0,66.3,TRUE
2020,GRANDVIEW,CDC PLENTIFUL (PT580),10,3751.0,62.7,TRUE
2020,GRANDVIEW,CDC STANLEY (BW880),,,,FALSE
2020,GRANDVIEW,KANE (BW342),,,,FALSE
2020,GRANDVIEW,SY GABBRO <SYNGENTA>,,,,FALSE
2020,GRANDVIEW,SY TORACH <SYNGENTA>,,,,FALSE
2020,GRASSLAND,AAC ALIDA (BW980),,,,FALSE
2020,GRASSLAND,AAC BRANDON (BW 932),82,36916.0,61.5,TRUE
2020,GRASSLAND,AAC CAMERON VB <CANTERRA>,,,,FALSE
2020,GRASSLAND,AAC ELIE(BW931),10,4698.0,61.2,TRUE
2020,GRASSLAND,AAC LEROY VB <ALLIANCE>,,,,FALSE
2020,GRASSLAND,AAC REDBERRY,5,1657.0,54.6,TRUE
2020,GRASSLAND,AAC RUSSELL <FP GENETICS>,,,,FALSE
2020,GRASSLAND,AAC STARBUCK <SECAN>,3,1504.0,54.9,TRUE
2020,GRASSLAND,AAC TISDALE (PT250),3,1230.0,52.7,TRUE
2020,GRASSLAND,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,7,4078.0,48.5,TRUE
2020,GRASSLAND,AAC WHEATLAND <SECAN>,,,,FALSE
2020,GRASSLAND,CARBERRY (BW874),,,,FALSE
2020,GRASSLAND,CARDALE (BW429),3,1622.0,46.5,TRUE
2020,GRASSLAND,CDC LANDMARK,,,,FALSE
2020,GRASSLAND,CDC PLENTIFUL (PT580),,,,FALSE
2020,GREY,AAC BRANDON (BW 932),57,19876.0,71.7,TRUE
2020,GREY,AAC ELIE(BW931),,,,FALSE
2020,GREY,AAC STARBUCK <SECAN>,,,,FALSE
2020,GREY,AAC TISDALE (PT250),4,583.0,64.0,TRUE
2020,GREY,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,6,4160.0,66.5,TRUE
2020,GREY,BOLLES <SEED DEPOT>,,,,FALSE
2020,GREY,CARDALE (BW429),6,1138.0,65.3,TRUE
2020,GREY,SY TORACH <SYNGENTA>,,,,FALSE
2020,HAMIOTA,AAC ALIDA (BW980),,,,FALSE
2020,HAMIOTA,AAC BRANDON (BW 932),28,11397.0,63.3,TRUE
2020,HAMIOTA,AAC ELIE(BW931),3,987.0,61.0,TRUE
2020,HAMIOTA,AAC REDBERRY,9,1608.0,55.2,TRUE
2020,HAMIOTA,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,35,12699.0,53.1,TRUE
2020,HAMIOTA,AAC WHEATLAND <SECAN>,,,,FALSE
2020,HAMIOTA,BOLLES <SEED DEPOT>,,,,FALSE
2020,HAMIOTA,BW 5044,,,,FALSE
2020,HAMIOTA,CARBERRY (BW874),,,,FALSE
2020,HAMIOTA,CDC HUGHES <CPSC> |PT588|,,,,FALSE
2020,HAMIOTA,CDC LANDMARK,4,2530.0,76.2,TRUE
2020,HAMIOTA,CDC PLENTIFUL (PT580),,,,FALSE
2020,HAMIOTA,MUCHMORE (BW875),,,,FALSE
2020,HANOVER,AAC BRANDON (BW 932),34,9060.0,69.5,TRUE
2020,HANOVER,AAC ELIE(BW931),3,522.0,65.2,TRUE
2020,HANOVER,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,,,,FALSE
2020,HANOVER,CARDALE (BW429),,,,FALSE
2020,HANOVER,CS DAYBREAK <CANTERRA>,,,,FALSE
2020,HARRISON PARK,AAC BRANDON (BW 932),20,6381.0,57.5,TRUE
2020,HARRISON PARK,AAC CAMERON VB <CANTERRA>,,,,FALSE
2020,HARRISON PARK,AAC ELIE(BW931),3,550.0,45.6,TRUE
2020,HARRISON PARK,AAC REDBERRY,26,8721.0,56.7,TRUE
2020,HARRISON PARK,AAC REDWATER (PT457),,,,FALSE
2020,HARRISON PARK,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,16,4040.0,56.6,TRUE
2020,HARRISON PARK,AC BARRIE (BW 661),,,,FALSE
2020,HARRISON PARK,AC DOMAIN (BW 148),3,607.0,29.1,TRUE
2020,HARRISON PARK,AC INTREPID (BW 693),,,,FALSE
2020,HARRISON PARK,AC SPLENDOR (BW 191),,,,FALSE
2020,HARRISON PARK,BOLLES <SEED DEPOT>,,,,FALSE
2020,HARRISON PARK,CDC LANDMARK,,,,FALSE
2020,HARRISON PARK,CDC PLENTIFUL (PT580),,,,FALSE
2020,HARRISON PARK,CDC TITANIUM <PROVEN>,,,,FALSE
2020,HARRISON PARK,GLENN,,,,FALSE
2020,HARRISON PARK,SY TORACH <SYNGENTA>,,,,FALSE
2020,HARRISON PARK,WR859 CL (BW859),,,,FALSE
2020,HEADINGLEY,AAC BRANDON (BW 932),8,2971.0,72.0,TRUE
2020,HEADINGLEY,AAC ELIE(BW931),,,,FALSE
2020,HEADINGLEY,SY TORACH <SYNGENTA>,,,,FALSE
2020,HILLSBURG-ROBLIN-SHELL RIVER,5604HR CL (BW 878),,,,FALSE
2020,HILLSBURG-ROBLIN-SHELL RIVER,AAC ALIDA (BW980),,,,FALSE
2020,HILLSBURG-ROBLIN-SHELL RIVER,AAC BRANDON (BW 932),20,9436.0,72.6,TRUE
2020,HILLSBURG-ROBLIN-SHELL RIVER,AAC REDBERRY,5,1501.0,60.9,TRUE
2020,HILLSBURG-ROBLIN-SHELL RIVER,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,22,9653.0,73.0,TRUE
2020,HILLSBURG-ROBLIN-SHELL RIVER,AC INTREPID (BW 693),,,,FALSE
2020,HILLSBURG-ROBLIN-SHELL RIVER,BOLLES <SEED DEPOT>,5,2214.0,67.3,TRUE
2020,HILLSBURG-ROBLIN-SHELL RIVER,CARDALE (BW429),,,,FALSE
2020,HILLSBURG-ROBLIN-SHELL RIVER,CDC HUGHES <CPSC> |PT588|,,,,FALSE
2020,HILLSBURG-ROBLIN-SHELL RIVER,CDC LANDMARK,,,,FALSE
2020,HILLSBURG-ROBLIN-SHELL RIVER,CDC PLENTIFUL (PT580),3,3134.0,68.4,TRUE
2020,HILLSBURG-ROBLIN-SHELL RIVER,CDC STANLEY (BW880),,,,FALSE
2020,HILLSBURG-ROBLIN-SHELL RIVER,KANE (BW342),,,,FALSE
2020,HILLSBURG-ROBLIN-SHELL RIVER,SY TORACH <SYNGENTA>,,,,FALSE
2020,KELSEY,AAC BRANDON (BW 932),,,,FALSE
2020,KELSEY,AAC REDBERRY,6,3205.0,45.7,TRUE
2020,KELSEY,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,4,3307.0,46.2,TRUE
2020,KELSEY,AC DOMAIN (BW 148),,,,FALSE
2020,KELSEY,CARDALE (BW429),3,1697.0,28.2,TRUE
2020,KELSEY,CDC LANDMARK,7,5222.0,33.2,TRUE
2020,KELSEY,CDC PLENTIFUL (PT580),3,910.0,33.4,TRUE
2020,KELSEY,CDC TEAL (BW 616),,,,FALSE
2020,KELSEY,HARVEST (BW259),,,,FALSE
2020,KILLARNEY-TURTLE MTN,AAC BRANDON (BW 932),55,31668.0,66.4,TRUE
2020,KILLARNEY-TURTLE MTN,AAC CAMERON VB <CANTERRA>,8,3125.0,67.7,TRUE
2020,KILLARNEY-TURTLE MTN,AAC ELIE(BW931),3,995.0,66.1,TRUE
2020,KILLARNEY-TURTLE MTN,AAC JATHARIA VB <SECAN> |BW483|,,,,FALSE
2020,KILLARNEY-TURTLE MTN,"AAC MAGNET |BW 1045, BJ14*A01135|",,,,FALSE
2020,KILLARNEY-TURTLE MTN,AAC REDBERRY,7,3737.0,66.5,TRUE
2020,KILLARNEY-TURTLE MTN,AAC STARBUCK <SECAN>,,,,FALSE
2020,KILLARNEY-TURTLE MTN,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,3,1337.0,55.4,TRUE
2020,KILLARNEY-TURTLE MTN,CARDALE (BW429),,,,FALSE
2020,KILLARNEY-TURTLE MTN,CDC PLENTIFUL (PT580),9,3138.0,60.3,TRUE
2020,KILLARNEY-TURTLE MTN,MUCHMORE (BW875),,,,FALSE
2020,KILLARNEY-TURTLE MTN,SY TORACH <SYNGENTA>,,,,FALSE
2020,LA BROQUERIE,AAC BRANDON (BW 932),6,1211.0,45.6,TRUE
